time_dt,timestamp,prev_index_price,interest_8h,interest_1h,index_price,time_dt
2019-05-06 19:00:00,1557165600000,5703.17,2.926014459701309e-05,4.368181860952619e-06,5700.03,2019-05-06 19:00:00
2019-05-06 20:00:00,1557169200000,5700.03,3.0340451012342074e-05,4.52166810927685e-06,5740.66,2019-05-06 20:00:00
2019-05-06 21:00:00,1557172800000,5740.66,3.0782554362992195e-05,1.1595932837181679e-06,5737.4,2019-05-06 21:00:00
2019-05-06 22:00:00,1557176400000,5737.4,3.326928734452865e-05,2.6669964608079973e-06,5693.98,2019-05-06 22:00:00
2019-05-06 23:00:00,1557180000000,5693.98,3.2969967656887557e-05,-6.318539816889072e-07,5691.54,2019-05-06 23:00:00
2019-05-07 00:00:00,1557183600000,5691.54,3.3047049515157054e-05,-9.782628042165513e-09,5706.41,2019-05-07 00:00:00
2019-05-07 01:00:00,1557187200000,5706.41,2.9891805471909175e-05,-6.406713148949328e-09,5687.46,2019-05-07 01:00:00
2019-05-07 02:00:00,1557190800000,5687.46,1.3167395384941858e-05,1.1181494414104538e-06,5744.12,2019-05-07 02:00:00
2019-05-07 03:00:00,1557194400000,5744.12,1.1545004451186041e-05,2.771701037967084e-06,5752.69,2019-05-07 03:00:00
2019-05-07 04:00:00,1557198000000,5752.69,2.933699934480479e-05,2.2310255540229895e-05,5917.84,2019-05-07 04:00:00
2019-05-07 05:00:00,1557201600000,5917.84,3.832287883326104e-05,1.0481050310956547e-05,5887.92,2019-05-07 05:00:00
2019-05-07 06:00:00,1557205200000,5887.92,5.319635481955442e-05,1.841694091269804e-05,5888.7,2019-05-07 06:00:00
2019-05-07 07:00:00,1557208800000,5888.7,8.898091034640852e-05,3.639428800452057e-05,5882.14,2019-05-07 07:00:00
2019-05-07 08:00:00,1557212400000,5882.14,0.00013513530117519499,4.732597890633855e-05,5885.5,2019-05-07 08:00:00
2019-05-07 09:00:00,1557216000000,5885.5,0.00018758521634870145,5.47340248223661e-05,5877.42,2019-05-07 09:00:00
2019-05-07 10:00:00,1557219600000,5877.42,0.00019744108727422923,9.327828794520807e-06,5870.49,2019-05-07 10:00:00
2019-05-07 11:00:00,1557223200000,5870.49,0.0001981724177908818,3.2783779920061973e-06,5909.01,2019-05-07 11:00:00
2019-05-07 12:00:00,1557226800000,5909.01,0.0001825247729728885,1.6138171868616265e-06,5895.33,2019-05-07 12:00:00
2019-05-07 13:00:00,1557230400000,5895.33,0.0001872375124428797,1.6047416536398114e-05,5888.07,2019-05-07 13:00:00
2019-05-07 14:00:00,1557234000000,5888.07,0.00017483766015264466,6.113275095648585e-06,5910.43,2019-05-07 14:00:00
2019-05-07 15:00:00,1557237600000,5910.43,0.00014505907748217704,6.612169929735209e-06,5947.77,2019-05-07 15:00:00
2019-05-07 16:00:00,1557241200000,5947.77,0.00010862416960970143,1.1127671072705098e-05,5834.13,2019-05-07 16:00:00
2019-05-07 17:00:00,1557244800000,5834.13,5.7753054165086405e-05,3.802966142170391e-06,5866.75,2019-05-07 17:00:00
2019-05-07 18:00:00,1557248400000,5866.75,4.887687505631379e-05,5.45807871398696e-07,5895.37,2019-05-07 18:00:00
2019-05-07 19:00:00,1557252000000,5895.37,4.595949945007607e-05,6.465807703285704e-08,5890.09,2019-05-07 19:00:00
2019-05-07 20:00:00,1557255600000,5890.09,4.423116125084726e-05,0.0,5876.93,2019-05-07 20:00:00
2019-05-07 21:00:00,1557259200000,5876.93,4.037393739968182e-05,1.2183937266297609e-05,5845.44,2019-05-07 21:00:00
2019-05-07 22:00:00,1557262800000,5845.44,3.6350087025091515e-05,1.9377752238300765e-06,5844.66,2019-05-07 22:00:00
2019-05-07 23:00:00,1557266400000,5844.66,4.3622853594035675e-05,1.3459832559418823e-05,5883.42,2019-05-07 23:00:00
2019-05-08 00:00:00,1557270000000,5883.42,3.942087491781628e-05,7.610091129705419e-06,5889.7,2019-05-08 00:00:00
2019-05-08 01:00:00,1557273600000,5889.7,4.3347162968621816e-05,7.559562888060426e-06,5746.53,2019-05-08 01:00:00
2019-05-08 02:00:00,1557277200000,5746.53,-6.517791181402582e-05,-0.00010545608576799033,5771.66,2019-05-08 02:00:00
2019-05-08 03:00:00,1557280800000,5771.66,-0.00011217441362605989,-4.6046025457250944e-05,5790.86,2019-05-08 03:00:00
2019-05-08 04:00:00,1557284400000,5790.86,-0.00011928799592527476,-7.256357445885303e-06,5789.52,2019-05-08 04:00:00
2019-05-08 05:00:00,1557288000000,5789.52,-0.00013744321722534994,-6.611640750038465e-06,5780.51,2019-05-08 05:00:00
2019-05-08 06:00:00,1557291600000,5780.51,-0.0001680362643092661,-2.8359410630604322e-05,5812.32,2019-05-08 06:00:00
2019-05-08 07:00:00,1557295200000,5812.32,-0.0002431902114555154,-5.975945019459105e-05,5799.83,2019-05-08 07:00:00
2019-05-08 08:00:00,1557298800000,5799.83,-0.00025844741637825975,-7.266806734012208e-06,5827.26,2019-05-08 08:00:00
2019-05-08 09:00:00,1557302400000,5827.26,-0.00028217902725675905,-2.295640534795559e-05,5821.16,2019-05-08 09:00:00
2019-05-08 10:00:00,1557306000000,5821.16,-0.00021125816884266378,-3.405099972094817e-05,5802.24,2019-05-08 10:00:00
2019-05-08 11:00:00,1557309600000,5802.24,-0.00018579491370596154,-2.007399438675525e-05,5812.31,2019-05-08 11:00:00
2019-05-08 12:00:00,1557313200000,5812.31,-0.00022926802779678023,-5.096918973481916e-05,5834.15,2019-05-08 12:00:00
2019-05-08 13:00:00,1557316800000,5834.15,-0.00024788108456581424,-2.580849385209374e-05,5848.36,2019-05-08 13:00:00
2019-05-08 14:00:00,1557320400000,5848.36,-0.0002818469328520207,-6.149620160006579e-05,5849.96,2019-05-08 14:00:00
2019-05-08 15:00:00,1557324000000,5849.96,-0.00024419370082391385,-2.2779637129876367e-05,5858.54,2019-05-08 15:00:00
2019-05-08 16:00:00,1557327600000,5858.54,-0.0002987875528311037,-6.106518711877967e-05,5861.32,2019-05-08 16:00:00
2019-05-08 17:00:00,1557331200000,5861.32,-0.0003192793385436273,-4.403867197453106e-05,5892.29,2019-05-08 17:00:00
2019-05-08 18:00:00,1557334800000,5892.29,-0.0003324611818675985,-4.890822325431674e-05,5869.72,2019-05-08 18:00:00
2019-05-08 19:00:00,1557338400000,5869.72,-0.0004040697891728205,-9.204066488348794e-05,5877.8,2019-05-08 19:00:00
2019-05-08 20:00:00,1557342000000,5877.8,-0.00045736481646497064,-0.00010370758486605622,5883.79,2019-05-08 20:00:00
2019-05-08 21:00:00,1557345600000,5883.79,-0.0005465782623109267,-0.00011466126323175897,5902.15,2019-05-08 21:00:00
2019-05-08 22:00:00,1557349200000,5902.15,-0.0005403164981992248,-5.5593417519979705e-05,5900.42,2019-05-08 22:00:00
2019-05-08 23:00:00,1557352800000,5900.42,-0.00055035646517868,-3.2289689246162926e-05,5898.58,2019-05-08 23:00:00
2019-05-09 00:00:00,1557356400000,5898.58,-0.0005125716000673279,-2.3194597054408817e-05,5934.4,2019-05-09 00:00:00
2019-05-09 01:00:00,1557360000000,5934.4,-0.00047482623527483864,-3.8449598124745425e-06,5944.04,2019-05-09 01:00:00
2019-05-09 02:00:00,1557363600000,5944.04,-0.00042699767254173186,-2.745436295413078e-06,6014.32,2019-05-09 02:00:00
2019-05-09 03:00:00,1557367200000,6014.32,-0.0003335976033245128,1.8623867725503095e-06,6052.75,2019-05-09 03:00:00
2019-05-09 04:00:00,1557370800000,6052.75,-0.00023316774913052538,-3.1304580335144976e-06,6039.75,2019-05-09 04:00:00
2019-05-09 05:00:00,1557374400000,6039.75,-0.00012795498050838353,-9.290359184510716e-06,6032.13,2019-05-09 05:00:00
2019-05-09 06:00:00,1557378000000,6032.13,-8.925501873933106e-05,-1.7292258133196682e-05,6061.54,2019-05-09 06:00:00
